Company Name,Symbol,Year,Month,Day,Closing Price,Sector,Industry,Market Cap,Price to Earnings,PEG,Price to Book,Dividend,Payout Ratio,Value Metric
IAMGOLD Corporation,IMG,2021,3,2,3.79,Basic Materials,Gold,1800000000.0,42.58,3.88,0.73,N/A,0.0,31.083399999999997
TMX Group Limited,X,2021,3,2,122.43,Financial Services,Financial Data & Stock Exchanges,6890000000.0,24.93,2.15,1.91,0.023,0.5539999999999999,46.54574780058651
Boyd Group Services Inc.,BYD,2021,3,2,220.25,Consumer Cyclical,Personal Services,4730000000.0,94.2,-89.35,5.16,0.0026,0.23550000000000001,484.8114901256733
Wesdome Gold Mines Ltd.,WDO,2021,3,2,8.44,Basic Materials,Gold,1180000000.0,22.21,N/A,4.63,N/A,0.0,102.8323
Bri-Chem Corp.,BRY,2021,3,2,0.12,Energy,Oil & Gas Equipment & Services,2870000.0,N/A,N/A,0.23,N/A,0.0,N/A
RIV Capital Inc.,RIV,2021,3,2,3.2,Healthcare,Drug Manufacturers—Specialty & Generic,447850000.0,N/A,N/A,2.03,N/A,0.0,N/A
Canacol Energy Ltd,CNE,2021,3,2,3.43,Energy,Oil & Gas E&P,615740000.0,31.47,N/A,2.89,0.0601,1.3944999999999999,85.79218941609282
Diversified Royalty Corp.,DIV,2021,3,2,2.55,Industrials,Conglomerates,308210000.0,N/A,N/A,1.58,0.0781,N/A,N/A
Global Water Resources Inc.,GWR,2021,3,2,22.4,Utilities,Utilities—Regulated Water,532690000.00000006,448.0,N/A,14.96,0.0172,7.224,6588.753440817931
Seabridge Gold Inc.,SEA,2021,3,2,22.04,Basic Materials,Gold,1650000000.0,N/A,N/A,3.13,N/A,0.0,N/A
iA Financial Corporation Inc.,IAG,2021,3,2,65.95,Financial Services,Insurance—Diversified,7060000000.0,11.57,1.13,1.18,0.0297,0.3404,13.258813246576672
Crew Energy Inc.,CR,2021,3,2,0.99,Energy,Oil & Gas E&P,150220000.0,N/A,-0.01,0.22,N/A,0.0,N/A
HLS Therapeutics Inc.,HLS,2021,3,2,18.39,Healthcare,Drug Manufacturers—Specialty & Generic,583770000.0,N/A,N/A,3.46,0.0109,N/A,N/A
Pipestone Energy Corp.,PIPE,2021,3,2,1.62,Energy,Oil & Gas E&P,308730000.0,N/A,N/A,0.87,N/A,0.0,N/A
Baylin Technologies Inc.,BYL,2021,3,2,1.5,Technology,Communication Equipment,72000000.0,N/A,N/A,1.13,N/A,0.0,N/A
Ceridian HCM Holding Inc.,CDAY,2021,3,2,113.21,Technology,Software—Application,16890000000.0,N/A,N/A,8.02,N/A,0.0,N/A
First National Financial Corporation,FN,2021,3,2,45.52,Financial Services,Mortgage Finance,2730000000.0,16.33,0.78,5.88,0.045899999999999996,0.6999,91.80648245530165
Canfor Pulp Products Inc.,CFX,2021,3,2,10.02,Basic Materials,Paper & Paper Products,653640000.0,N/A,18.16,1.23,N/A,N/A,N/A
Silver Elephant Mining Corp.,ELEF,2021,3,2,0.445,Basic Materials,Other Industrial Metals & Mining,88230000.0,5.78,N/A,2.26,N/A,0.0,13.0628
Urbana Corporation,URB-A,2021,3,2,2.85,Financial Services,Asset Management,163690000.0,54.81,N/A,0.58,0.031400000000000004,1.6,30.821989528795807
Steppe Gold Ltd.,STGO,2021,3,2,2.46,Basic Materials,Gold,169340000.0,N/A,N/A,4.4,N/A,0.0,N/A
West Fraser Timber Co. Ltd.,WFT,2021,1,29,81.94,Basic Materials,Lumber & Wood Production,5630000000.0,15.29,N/A,N/A,N/A,N/A,N/A
Golden Star Resources Ltd.,GSC,2021,3,2,3.94,Basic Materials,Gold,438580000.0,N/A,N/A,74.34,N/A,0.0,N/A
Crombie Real Estate Investment Trust,CRR-UN,2021,3,2,15.04,Real Estate,REIT—Diversified,2380000000.0,35.22,N/A,1.61,0.060899999999999996,N/A,53.449146950702236
The Green Organic Dutchman Holdings Ltd.,TGOD,2021,3,2,0.355,Healthcare,Drug Manufacturers—Specialty & Generic,171570000.0,N/A,-0.06,0.98,N/A,0.0,N/A
Brompton Split Banc Corp.,SBC,2021,3,2,12.31,Financial Services,Asset Management,166390000.0,N/A,N/A,1.62,0.0987,N/A,N/A
NioCorp Developments Ltd.,NB,2021,3,2,1.31,Basic Materials,Other Industrial Metals & Mining,315820000.0,N/A,N/A,100.77,N/A,0.0,N/A
Dynacor Gold Mines Inc.,DNG,2021,3,2,2.01,Basic Materials,Gold,78120000.0,22.33,N/A,1.27,0.0297,0.4917,27.54112848402447
Caribbean Utilities Company Ltd.,CUP-U,2021,3,2,15.15,Utilities,Utilities—Regulated Electric,565780000.0,20.61,3.77,1.94,0.0462,0.9425,38.21774039380615
Neo Performance Materials Inc.,NEO,2021,3,2,18.0,Basic Materials,Other Industrial Metals & Mining,676370000.0,N/A,N/A,1.89,0.0242,N/A,N/A
PIMCO Tactical Income Fund,PTI-UN,2021,3,2,11.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Keg Royalties Income Fund,KEG-UN,2021,3,2,13.18,Consumer Cyclical,Restaurants,149640000.0,14.98,N/A,1.05,0.0321,0.8937999999999999,15.239802344734038
High Liner Foods Incorporated,HLF,2021,3,2,13.46,Consumer Defensive,Packaged Foods,448530000.0,16.22,N/A,1.54,0.021099999999999997,0.2763,24.46263833121144
Magellan Aerospace Corporation,MAL,2021,3,2,10.15,Industrials,Aerospace & Defense,586560000.0,16.58,1.3,0.72,0.0408,0.6884999999999999,11.469638739431206
Interfor Corporation,IFP,2021,3,2,26.62,Basic Materials,Lumber & Wood Production,1760000000.0,6.37,N/A,1.63,N/A,0.0,10.383099999999999
Enerflex Ltd.,EFX,2021,3,2,8.88,Energy,Oil & Gas Equipment & Services,796350000.0,9.06,N/A,0.57,0.0088,0.1782,5.119151467089612
Hudbay Minerals Inc.,HBM,2021,3,2,9.0,Basic Materials,Copper,2350000000.0,N/A,-0.83,1.38,0.0022,N/A,N/A
,NSR-WT,2021,2,4,0.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Polaris Infrastructure Inc.,PIF,2021,3,2,21.24,Utilities,Utilities—Renewable,387900000.0,17.42,0.37,1.61,0.0358,0.4918,27.076848812512072
Cathedral Energy Services Ltd.,CET,2021,3,2,0.32,Energy,Oil & Gas Drilling,16040000.0,N/A,N/A,0.33,N/A,0.0,N/A
Resverlogix Corp.,RVX,2021,3,2,0.9,Healthcare,Biotechnology,210590000.0,50.0,N/A,N/A,N/A,0.0,N/A
Crescent Senior Secured Floating Rate Loan Fund LLC,FRL-UN,2021,2,25,6.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Appili Therapeutics Inc.,APLI,2021,3,2,1.09,Healthcare,Biotechnology,68210000.0,N/A,N/A,3.92,N/A,0.0,N/A
Prairie Provident Resources Inc.,PPR,2021,3,2,0.05,Energy,Oil & Gas E&P,8600000.0,N/A,N/A,N/A,N/A,0.0,N/A
NovaGold Resources Inc.,NG,2021,3,2,10.95,Basic Materials,Gold,3630000000.0,N/A,N/A,32.69,N/A,0.0,N/A
CounterPath Corporation,PATH,2021,3,2,4.2,Technology,Software—Application,26800000.0,39.25,N/A,6.71,N/A,0.0,263.3675
Imperial Oil Limited,IMO,2021,3,2,27.99,Energy,Oil & Gas Integrated,20550000000.0,N/A,-1.63,0.96,0.0316,N/A,N/A
Olympia Financial Group Inc.,OLY,2021,3,2,41.75,Financial Services,Asset Management,100460000.0,12.58,N/A,5.31,0.0665,0.8415,62.634599156118135
Geodrill Limited,GEO,2021,3,2,1.83,Basic Materials,Other Industrial Metals & Mining,81260000.0,13.26,0.08,1.14,N/A,0.0,15.116399999999999
E Split Corp.,ENS,2021,3,2,12.42,N/A,N/A,72580000.0,N/A,N/A,1.21,0.1217,N/A,N/A
Orosur Mining Inc.,OMI,2021,3,2,0.4,Basic Materials,Gold,74950000.0,N/A,N/A,N/A,N/A,0.0,N/A
Silver Bull Resources Inc.,SVB,2021,3,2,0.9,Basic Materials,Other Industrial Metals & Mining,30610000.0,N/A,N/A,3.28,N/A,0.0,N/A
Karnalyte Resources Inc.,KRN,2021,3,2,0.21,Basic Materials,Agricultural Inputs,8860000.0,N/A,N/A,0.96,N/A,0.0,N/A
Postmedia Network Canada Corp.,PNC-A,2021,2,18,1.6,Communication Services,Publishing,149980000.0,3.78,N/A,N/A,N/A,0.0,N/A
Aya Gold & Silver Inc.,AYA,2021,3,2,4.5,Basic Materials,Other Precious Metals & Mining,424420000.0,N/A,N/A,7.36,N/A,0.0,N/A
Athabasca Oil Corporation,ATH,2021,3,2,0.435,Energy,Oil & Gas E&P,230840000.0,N/A,0.0,0.37,N/A,0.0,N/A
Brookfield Renewable Partners L.P.,BEP-UN,2021,3,2,54.0,Utilities,Utilities—Renewable,14840000000.0,N/A,N/A,2.83,0.0302,N/A,N/A
McEwen Mining Inc.,MUX,2021,3,2,1.425,Basic Materials,Other Precious Metals & Mining,648840000.0,N/A,N/A,1.53,N/A,0.0,N/A
Mountain Province Diamonds Inc.,MPVD,2021,3,2,0.8,Basic Materials,Other Precious Metals & Mining,168330000.0,N/A,N/A,0.64,N/A,0.0,N/A
Yamana Gold Inc.,YRI,2021,3,2,5.36,Basic Materials,Gold,5170000000.0,25.52,-0.91,1.17,0.018600000000000002,0.3423,29.313174946004317
Cymbria Corporation,CYB,2021,3,2,52.35,Financial Services,Asset Management,1190000000.0,N/A,N/A,N/A,N/A,0.0,N/A
GVIC Communications Corp.,GCT,2021,3,1,0.35,Communication Services,Publishing,87380000.0,N/A,N/A,1.03,N/A,0.0,N/A
Alimentation Couche-Tard Inc.,ATD-B,2021,3,2,39.2,Consumer Defensive,Grocery Stores,43700000000.0,15.81,4.79,3.66,0.0091,0.081,57.342780695669404
Foraco International SA,FAR,2021,3,2,0.69,Basic Materials,Other Industrial Metals & Mining,61960000.0,14.08,N/A,7.34,N/A,0.0,103.3472
Waterloo Brewing Ltd.,WBR,2021,3,2,5.27,Consumer Defensive,Beverages—Brewers,185980000.0,105.4,N/A,5.43,0.021,2.1,560.5504407443683
Quebecor Inc.,QBR-A,2021,3,2,34.55,Communication Services,Telecom Services,8359999999.999999,14.71,N/A,7.71,0.0318,0.3268,109.91868579182012
New Look Vision Group Inc.,BCI,2021,3,2,38.1,Consumer Cyclical,Specialty Retail,596650000.0,90.71,N/A,4.13,N/A,0.35710000000000003,374.6323
Gatos Silver Inc.,GATO,2021,3,2,17.41,Basic Materials,Other Precious Metals & Mining,1040000000.0,N/A,N/A,11.51,N/A,0.0,N/A
Atlantic Power Corporation,ATP,2021,3,2,3.63,Utilities,Utilities—Independent Power Producers,323880000.0,N/A,0.6,N/A,N/A,0.0,N/A
Calian Group Ltd.,CGY,2021,3,2,66.9,Industrials,Specialty Business Services,656730000.0,34.72,10.39,3.21,0.0171,0.5772999999999999,109.5774260151411
,TBP-WT,2021,2,4,0.005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Valens Company Inc.,VLNS,2021,3,2,1.79,Healthcare,Drug Manufacturers—Specialty & Generic,265880000.0,N/A,-1.07,1.82,N/A,0.0,N/A
Canlan Ice Sports Corp.,ICE,2021,3,2,4.0,Consumer Cyclical,Leisure,53350000.0,N/A,N/A,1.19,N/A,N/A,N/A
Flaherty & Crumrine Investment Grade Preferred Income Fund,FFI-UN,2021,3,2,11.85,Financial Services,Asset Management,91290000.0,N/A,N/A,1.09,0.0784,0.5079,N/A
Brompton Oil Split Corp.,OSP,2021,3,2,1.71,Financial Services,Asset Management,1630000.0,N/A,N/A,N/A,N/A,0.0,N/A
The Becker Milk Company Limited,BEK-B,2021,3,2,12.89,Real Estate,Real Estate Services,23310000.0,29.03,N/A,0.78,0.064,1.8182,21.28139097744361
Obsidian Energy Ltd.,OBE,2021,3,2,1.68,Energy,Oil & Gas E&P,123510000.0,N/A,0.0,0.38,N/A,0.0,N/A
Turquoise Hill Resources Ltd.,TRQ,2021,3,2,19.81,Basic Materials,Copper,3990000000.0,11.09,-0.22,0.42,N/A,0.0,4.6578
Nutrien Ltd.,NTR,2021,3,2,70.26,Basic Materials,Agricultural Inputs,40030000000.0,87.17,1.64,1.79,0.0332,2.2222,151.0204219899342
Firan Technology Group Corporation,FTG,2021,3,2,2.0,Industrials,Aerospace & Defense,48980000.0,33.33,N/A,0.97,N/A,0.0,32.330099999999995
Maverix Metals Inc.,MMX,2021,3,2,6.43,Basic Materials,Other Precious Metals & Mining,903340000.0,107.17,N/A,2.97,0.008,0.9732,315.76875
Sulliden Mining Capital Inc.,SMC,2021,3,2,0.15,Basic Materials,Other Industrial Metals & Mining,9080000.0,10.0,N/A,0.65,N/A,0.0,6.5
Liberty Gold Corp.,LGD,2021,3,2,1.6,Basic Materials,Gold,418240000.0,61.54,N/A,9.52,N/A,0.0,585.8607999999999
MEG Energy Corp.,MEG,2021,3,2,6.54,Energy,Oil & Gas E&P,1980000000.0,N/A,-0.1,0.57,N/A,0.0,N/A
Trevali Mining Corporation,TV,2021,3,2,0.19,Basic Materials,Other Industrial Metals & Mining,187930000.0,N/A,N/A,0.79,N/A,0.0,N/A
BBTV Holdings Inc.,BBTV,2021,3,2,11.08,Communication Services,Internet Content & Information,227400000.0,N/A,N/A,N/A,N/A,0.0,N/A
Pan American Silver Corp.,PAAS,2021,3,2,41.8,Basic Materials,Silver,8790000000.0,49.35,N/A,3.38,0.0088,0.2588,165.3479381443299
Bombardier Inc.,BBD-A,2021,3,2,0.83,Industrials,Aerospace & Defense,1490000000.0,N/A,N/A,N/A,N/A,0.0,N/A
K-Bro Linen Inc.,KBL,2021,3,2,38.82,Industrials,Specialty Business Services,411660000.0,107.83,13.97,2.16,0.031200000000000002,3.3333,225.86578743211794
DATA Communications Management Corp.,DCM,2021,3,2,0.73,Industrials,Specialty Business Services,31420000.0,6.08,N/A,4.77,N/A,0.0,29.001599999999996
Canadian Utilities & Telecom Income Fund,UTE-UN,2021,3,2,10.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TC Energy Corporation,TRP,2021,3,2,54.82,Energy,Oil & Gas Midstream,51530000000.0,11.57,7.11,1.88,0.0647,0.6835,20.42979242979243
AgJunction Inc.,AJX,2021,3,2,0.455,Technology,Communication Equipment,55100000.0,N/A,-3135.0,2.14,N/A,0.0,N/A
Pulse Seismic Inc.,PSD,2021,3,2,1.25,Energy,Oil & Gas Equipment & Services,67240000.0,N/A,N/A,2.66,N/A,0.0,N/A
Altus Group Limited,AIF,2021,3,2,57.56,Real Estate,Real Estate Services,2330000000.0,109.64,0.96,6.07,0.0105,0.9091,658.5995051954478
Accord Financial Corp.,ACD,2021,3,2,6.84,Financial Services,Credit Services,58540000.0,N/A,N/A,0.65,0.0286,N/A,N/A
Spectral Medical Inc.,EDT,2021,3,2,0.63,Healthcare,Diagnostics & Research,149060000.0,N/A,N/A,105.0,N/A,0.0,N/A
Aurora Cannabis Inc.,ACB,2021,3,2,13.93,Healthcare,Drug Manufacturers—Specialty & Generic,2750000000.0,N/A,N/A,1.17,N/A,0.0,N/A
ARC Resources Ltd.,ARX,2021,3,2,7.54,Energy,Oil & Gas E&P,2660000000.0,N/A,-1.03,0.95,0.0315,N/A,N/A
The Bank of Nova Scotia,BNS,2021,3,2,76.64,Financial Services,Banks—Diversified,92920000000.0,14.4,1.93,1.39,0.04769999999999999,0.6767,19.104705545480574
Redline Communications Group Inc.,RDL,2021,3,1,0.67,Technology,Communication Equipment,11530000.0,N/A,N/A,0.9,N/A,0.0,N/A
Top 10 Split Trust,TXT-UN,2021,3,2,2.69,Financial Services,Asset Management,2770000.0,N/A,N/A,0.72,0.0622,N/A,N/A
Brookfield Global Infrastructure Securities Income Fund,BGI-UN,2021,3,2,6.2,Financial Services,Asset Management,99710000.0,N/A,N/A,N/A,0.1008,N/A,N/A
Sagen MI Canada Inc.,MIC,2021,3,2,43.38,Financial Services,Insurance—Specialty,3750000000.0,8.59,N/A,0.97,0.0499,0.4277,7.936279645680541
Top 10 Canadian Financial Trust,TCT-UN,2021,3,2,8.25,N/A,N/A,10670000.0,N/A,N/A,1.22,N/A,N/A,N/A
Intact Financial Corporation,IFC,2021,3,2,146.11,Financial Services,Insurance—Property & Casualty,20900000000.0,20.28,0.92,2.49,0.023,0.4611,49.36187683284459
Neovasc Inc.,NVCN,2021,3,2,1.785,Healthcare,Medical Devices,117680000.0,N/A,N/A,61.55,N/A,0.0,N/A
Baytex Energy Corp.,BTE,2021,3,2,1.28,Energy,Oil & Gas E&P,718340000.0,N/A,N/A,1.24,N/A,0.0,N/A
Kelt Exploration Ltd.,KEL,2021,3,2,2.53,Energy,Oil & Gas E&P,476920000.0,N/A,N/A,0.83,N/A,0.0,N/A
AirBoss of America Corp.,BOS,2021,3,2,20.45,Basic Materials,Specialty Chemicals,550280000.0,23.97,55.0,3.11,0.0152,0.2429,73.43055555555553
Kirkland Lake Gold Ltd.,KL,2021,3,2,42.86,Basic Materials,Gold,11440000000.0,14.72,3.56,2.26,0.0229,0.19329999999999997,32.52243621077329
Canadian Life Companies Split Corp.,LFE,2021,3,2,3.54,Financial Services,Asset Management,47270000.0,N/A,N/A,1.36,N/A,0.0556,N/A
Norbord Inc.,OSB,2021,3,2,56.97,Basic Materials,Lumber & Wood Production,4600000000.0,20.2,N/A,N/A,N/A,N/A,N/A
The Bitcoin Fund,QBTC,2021,3,2,64.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aritzia Inc.,ATZ,2021,3,2,30.76,Consumer Cyclical,Apparel Retail,3370000000.0,139.19,14.04,9.9,N/A,0.0,1377.981
Madison Pacific Properties Inc.,MPC-C,2021,2,25,3.66,Real Estate,Real Estate Services,217340000.0,8.32,N/A,0.58,0.0287,0.2386,4.690969184407504
Mindbeacon Holdings Inc.,MBCN,2021,3,2,10.37,Healthcare,Health Information Services,245090000.0,N/A,N/A,8.93,N/A,0.0,N/A
InterRent Real Estate Investment Trust,IIP-UN,2021,3,2,13.93,Real Estate,REIT—Residential,1920000000.0,4.94,N/A,0.95,0.0233,0.1081,4.586142871103293
Frontera Energy Corporation,FEC,2021,3,2,6.23,Energy,Oil & Gas E&P,607200000.0,N/A,-0.01,0.94,0.2071,0.1998,N/A
Alexco Resource Corp.,AXU,2021,3,2,3.35,Basic Materials,Other Precious Metals & Mining,468210000.0,N/A,N/A,2.89,N/A,0.0,N/A
CI Galaxy Bitcoin Fund,BTCG-U,2021,3,2,19.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dynaCERT Inc.,DYA,2021,3,2,0.57,Industrials,Specialty Industrial Machinery,209470000.0,N/A,N/A,8.77,N/A,0.0,N/A
Secure Energy Services Inc.,SES,2021,3,2,3.1,Energy,Oil & Gas Equipment & Services,491970000.0,N/A,-0.46,0.72,0.009300000000000001,N/A,N/A
Trilogy Metals Inc.,TMQ,2021,3,2,2.89,Basic Materials,Other Industrial Metals & Mining,416700000.0,2.58,N/A,2.27,N/A,0.0,5.8566
Orocobre Limited,ORL,2021,3,2,4.59,Basic Materials,Other Industrial Metals & Mining,1570000000.0,N/A,N/A,2.24,N/A,0.0,N/A
MBN Corporation,MBN,2021,3,2,6.22,Financial Services,Asset Management,27200000.0,27.28,N/A,0.77,0.051399999999999994,1.3913,19.978695073235688
Timbercreek Financial Corp.,TF,2021,3,2,8.98,Financial Services,Mortgage Finance,726370000.0,15.51,N/A,1.04,0.07730000000000001,1.1897,14.972988025619607
Orea Mining Corp.,OREA,2021,3,2,0.105,Basic Materials,Gold,21490000.0,N/A,N/A,0.48,N/A,0.0,N/A
Conifex Timber Inc.,CFF,2021,3,2,1.88,Basic Materials,Lumber & Wood Production,87320000.0,N/A,-0.23,0.76,N/A,0.0,N/A
Newmont Corporation,NGT,2021,3,2,71.71,Basic Materials,Gold,57670000000.0,20.42,N/A,2.49,0.0405,0.31420000000000003,48.86669870254686
AKITA Drilling Ltd.,AKT-B,2021,2,17,1.6,Energy,Oil & Gas Drilling,37560000.0,N/A,N/A,0.35,N/A,0.0,N/A
Helix BioPharma Corp.,HBP,2021,3,2,0.85,Healthcare,Biotechnology,119960000.0,N/A,N/A,42.5,N/A,0.0,N/A
Ballard Power Systems Inc.,BLDP,2021,3,2,35.59,Industrials,Specialty Industrial Machinery,10570000000.0,N/A,N/A,18.59,N/A,0.0,N/A
Madison Pacific Properties Inc.,MPC,2021,3,2,4.15,Real Estate,Real Estate Services,221610000.0,9.43,N/A,0.66,0.0258,0.2386,6.0672645739910305
Premium Brands Holdings Corporation,PBH,2021,3,2,105.44,Consumer Defensive,Packaged Foods,4580000000.0,52.46,1.44,3.2,0.0219,1.1288,164.27439084059105
Freshii Inc.,FRII,2021,3,2,1.81,Consumer Cyclical,Restaurants,57250000.0,N/A,N/A,1.82,N/A,0.0,N/A
Josemaria Resources Inc.,JOSE,2021,3,2,0.75,Basic Materials,Other Industrial Metals & Mining,226940000.0,N/A,N/A,N/A,N/A,0.0,N/A
Medicenna Therapeutics Corp.,MDNA,2021,3,2,5.04,Healthcare,Biotechnology,266630000.0,N/A,N/A,7.47,N/A,0.0,N/A
Loncor Resources Inc.,LN,2021,3,2,0.68,Basic Materials,Gold,84130000.0,N/A,N/A,2.44,N/A,0.0,N/A
Gamehost Inc.,GH,2021,3,2,6.89,Consumer Cyclical,Resorts & Casinos,161910000.0,23.04,30.79,1.53,N/A,1.15,35.2512
Largo Resources Ltd.,LGO,2021,3,2,1.96,Basic Materials,Other Industrial Metals & Mining,1110000000.0,N/A,-7.99,4.96,N/A,0.0,N/A
exactEarth Ltd.,XCT,2021,3,2,1.21,Technology,Scientific & Technical Instruments,59800000.0,N/A,N/A,N/A,N/A,0.0,N/A
Whitecap Resources Inc.,WCP,2021,3,2,5.99,Energy,Oil & Gas E&P,3580000000.0,N/A,-1.65,2.46,0.0298,N/A,N/A
Stantec Inc.,STN,2021,3,2,51.38,Industrials,Engineering & Construction,5720000000.0,33.65,1.27,2.96,0.0128,0.4366,98.34518167456557
Dundee Corporation,DC-A,2021,3,2,1.34,Consumer Defensive,Farm Products,119000000.0,N/A,N/A,0.4,N/A,0.0,N/A
Champion Iron Limited,CIA,2021,3,2,5.29,Basic Materials,Other Industrial Metals & Mining,2590000000.0,7.73,N/A,4.93,N/A,0.0,38.1089
Goodfellow Inc.,GDL,2021,3,2,10.19,Basic Materials,Lumber & Wood Production,87250000.0,6.33,N/A,0.72,0.053899999999999997,0.21739999999999998,4.324508966695132
Denison Mines Corp.,DML,2021,3,2,1.55,Today,Fri,1110000000.0,N/A,-1.05,4.73,N/A,0.0,N/A
Nuvei Corporation,NVEI,2021,3,2,67.02,Technology,Information Technology Services,9260000000.0,N/A,6.85,7.65,N/A,0.0,N/A
Financial 15 Split Corp.,FTN,2021,3,2,10.14,Financial Services,Asset Management,179620000.0,N/A,N/A,2.02,0.1493,N/A,N/A
CCL Industries Inc.,CCL-B,2021,3,2,67.14,Consumer Cyclical,Packaging & Containers,12010000000.0,22.79,N/A,3.67,0.010700000000000001,0.261,82.75383397645196
PolyMet Mining Corp.,POM,2021,3,2,5.67,Basic Materials,Other Industrial Metals & Mining,570970000.0,N/A,N/A,1.53,N/A,0.0,N/A
Primo Water Corporation,PRMW,2021,3,2,18.6,Consumer Defensive,Beverages—Non-Alcoholic,2980000000.0,N/A,N/A,2.22,0.0166,N/A,N/A
National Bank of Canada,NA,2021,3,2,81.33,Financial Services,Banks—Diversified,27390000000.0,13.16,1.08,1.89,0.0353,0.4982,24.024340770791078
Royal Bank of Canada,RY,2021,3,2,109.7,Financial Services,Banks—Diversified,156310000000.0,13.58,6.58,1.88,0.0394,0.5347,24.562632287858378
The Caldwell Partners International Inc.,CWL,2021,3,2,1.96,Industrials,Staffing & Employment Services,49990000.0,12.1,N/A,2.27,N/A,0.1389,27.467
